work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,Data Analyst,Data Analysis,USD,90000,90000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,115000,115000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,143000,143000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,117000,117000,United States,Mid-level,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,216000,216000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,184000,184000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,324000,324000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,159000,159000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,110000,110000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,GBP,60000,73824,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,GBP,45000,55368,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Research Engineer,Data Science and Research,USD,370000,370000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,200000,200000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,275300,275300,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,183500,183500,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,230000,230000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,196000,196000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,253000,253000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,172040,172040,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,234000,234000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,178000,178000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,164000,164000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Specialist,BI and Visualization,USD,109238,109238,United States,Mid-level,Full-time,In-person,United States,M
2023,Business Intelligence Specialist,BI and Visualization,USD,68274,68274,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,EUR,53000,57223,France,Mid-level,Full-time,Remote,France,M
2023,Data Engineer,Data Engineering,EUR,48000,51824,France,Mid-level,Full-time,Remote,France,M
2023,Data Analyst,Data Analysis,USD,80800,80800,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,53800,53800,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,258900,258900,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,176080,176080,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,GBP,57500,70748,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,GBP,54500,67056,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Business Intelligence Analyst,BI and Visualization,USD,120000,120000,United States,Mid-level,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,110000,110000,United States,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,309000,309000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142000,142000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,201650,201650,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,124600,124600,United States,Senior,Full-time,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,USD,65000,65000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Quality Analyst,Data Quality and Operations,USD,60000,60000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,132100,132100,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,68400,68400,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,87500,87500,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,62500,62500,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,142000,142000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,128000,128000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,155000,155000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,139500,139500,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,202800,202800,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,104300,104300,United States,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,221000,221000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,129000,129000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,259000,259000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,138750,138750,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,120000,120000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,100000,100000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,155000,155000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,130000,130000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,247300,247300,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139700,139700,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,215000,215000,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,182750,182750,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,248100,248100,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,145900,145900,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,207000,207000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,141000,141000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,90000,90000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,55000,55000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,247300,247300,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139700,139700,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,36000,36000,Uganda,Entry-level,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,300000,300000,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,100000,100000,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,300000,300000,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,100000,100000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,116700,116700,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,93400,93400,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,80000,80000,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,50000,50000,United States,Entry-level,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,179000,179000,United States,Mid-level,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,176490,176490,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,195000,195000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,143750,143750,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,180000,180000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,162000,162000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,199000,199000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,196760,196760,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,90000,90000,Colombia,Senior,Full-time,In-person,Colombia,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,70000,70000,Colombia,Senior,Full-time,In-person,Colombia,M
2023,ML Engineer,Machine Learning and AI,USD,324000,324000,United States,Senior,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,159000,159000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,222000,222000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,159000,159000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M
